id,prodName,prodCatid,prodCat,prodPcatid,prodPcat,lowPrice,highPrice,avgPrice,place,specInfo,unitInfo,pubDate,status,userIdCreate,userIdModified,userCreate,userModified,gmtCreate,gmtModified
1391332,阿克苏,1187,水果,,苹果类,4.5,6.0,5.25,新疆,冰糖心,斤,2023-01-20 00:00:00,,138,,admin,,,
1391331,国光,1187,水果,,苹果类,2.8,3.6,3.2,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391330,王林,1187,水果,,苹果类,3.0,3.5,3.25,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391329,寒富苹果,1187,水果,,苹果类,2.5,3.0,2.75,辽宁,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391328,阳光玫瑰,1187,水果,,葡萄类,10.0,25.0,17.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391327,克伦生,1187,水果,,葡萄类,6.0,12.0,9.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391326,红宝石,1187,水果,,葡萄类,5.5,9.5,7.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391325,红提,1187,水果,,葡萄类,7.0,8.0,7.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391324,辽峰,1187,水果,,葡萄类,8.0,12.0,10.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391323,巨峰,1187,水果,,葡萄类,3.5,4.5,4.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391322,台农,1187,水果,,芒果类,8.0,8.0,8.0,,小,斤,2023-01-20 00:00:00,,138,,admin,,,
1391321,台农,1187,水果,,芒果类,9.0,10.0,9.5,,大,斤,2023-01-20 00:00:00,,138,,admin,,,
1391320,青皮芒,1187,水果,,芒果类,7.0,8.0,7.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391319,凯特,1187,水果,,芒果类,8.0,10.0,9.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391318,高乐蜜,1187,水果,,芒果类,8.0,9.0,8.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391317,水仙芒,1187,水果,,芒果类,9.0,10.0,9.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391316,白条猪,1189,肉禽蛋,1205,猪肉类,10.0,10.0,10.0,,瘦,斤,2023-01-20 00:00:00,,138,,admin,,,
1391315,白条猪,1189,肉禽蛋,1205,猪肉类,7.5,7.5,7.5,,肥,斤,2023-01-20 00:00:00,,138,,admin,,,
1391314,前臀尖,1189,肉禽蛋,1205,猪肉类,9.0,9.5,9.25,,瘦,斤,2023-01-20 00:00:00,,138,,admin,,,
1391313,前臀尖,1189,肉禽蛋,1205,猪肉类,7.5,9.0,8.25,,肥,斤,2023-01-20 00:00:00,,138,,admin,,,
1391352,无籽小号-大号,1187,水果,,西瓜类,3.8,4.0,3.9,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391351,麒麟,1187,水果,,西瓜类,4.2,5.5,4.85,,甜蜜蜜,斤,2023-01-20 00:00:00,,138,,admin,,,
1391350,黑美人,1187,水果,,西瓜类,3.4,3.6,3.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391349,特小凤,1187,水果,,西瓜类,5.0,5.1,5.05,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391348,甜王,1187,水果,,西瓜类,2.8,3.2,3.0,,91,斤,2023-01-20 00:00:00,,138,,admin,,,
1391347,国产香蕉,1187,水果,,香蕉类,4.0,4.5,4.25,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391346,南美、菲律宾香蕉,1187,水果,,香蕉类,3.8,5.2,4.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391345,泰国香蕉,1187,水果,,香蕉类,15.0,17.0,16.0,,帝王蕉,斤,2023-01-20 00:00:00,,138,,admin,,,
1391344,晓蜜25号,1187,水果,,甜瓜类,3.0,3.8,3.4,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391343,玉菇,1187,水果,,甜瓜类,3.0,3.5,3.25,,奶香蜜,斤,2023-01-20 00:00:00,,138,,admin,,,
1391342,网纹,1187,水果,,甜瓜类,4.5,5.5,5.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391341,久红瑞,1187,水果,,甜瓜类,3.0,3.5,3.25,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391340,羊角蜜,1187,水果,,甜瓜类,6.0,7.0,6.5,,六一,斤,2023-01-20 00:00:00,,138,,admin,,,
1391339,绿宝甜瓜,1187,水果,,甜瓜类,5.5,6.0,5.75,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391338,博阳,1187,水果,,甜瓜类,5.5,6.0,5.75,,系列,斤,2023-01-20 00:00:00,,138,,admin,,,
1391337,富士,1187,水果,,苹果类,3.0,4.0,3.5,,纸袋Φ70-84,斤,2023-01-20 00:00:00,,138,,admin,,,
1391336,富士,1187,水果,,苹果类,3.5,5.5,4.5,,纸袋Φ85以上,斤,2023-01-20 00:00:00,,138,,admin,,,
1391335,富士,1187,水果,,苹果类,2.6,3.6,3.1,,纸+膜袋,斤,2023-01-20 00:00:00,,138,,admin,,,
1391334,黄元帅,1187,水果,,苹果类,3.0,3.8,3.4,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391333,花牛,1187,水果,,苹果类,2.5,5.0,3.75,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391372,红香酥梨,1187,水果,,梨类,3.0,3.5,3.25,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391371,库尔勒香梨,1187,水果,,梨类,5.0,6.0,5.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391370,红啤梨,1187,水果,,梨类,3.5,4.5,4.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391369,京白梨,1187,水果,,梨类,2.5,3.5,3.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391368,贵妃梨,1187,水果,,梨类,2.0,3.0,2.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391367,秋月梨,1187,水果,,梨类,5.5,6.5,6.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391366,沙糖桔,1187,水果,,柑橘类,3.0,4.5,3.75,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391365,耙耙柑、丑橘,1187,水果,,柑橘类,4.0,5.0,4.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391364,爱媛,1187,水果,,柑橘类,5.0,6.0,5.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391363,鄂、湘、川脐橙,1187,水果,,柑橘类,3.0,4.5,3.75,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391362,赣南脐橙,1187,水果,,柑橘类,3.0,5.0,4.0,,Ф65-Ф95,斤,2023-01-20 00:00:00,,138,,admin,,,
1391361,沃柑,1187,水果,,柑橘类,4.0,5.0,4.5,,贵妃柑,斤,2023-01-20 00:00:00,,138,,admin,,,
1391360,芦柑,1187,水果,,柑橘类,2.5,3.0,2.75,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391359,金桔,1187,水果,,柑橘类,5.5,12.0,8.75,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391358,蜜柚,1187,水果,,柑橘类,2.0,2.8,2.4,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391357,红心蜜柚,1187,水果,,柑橘类,2.8,3.8,3.3,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391356,葡萄柚,1187,水果,,柑橘类,2.8,3.5,3.15,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391355,猕猴桃,1187,水果,,桃李杏类,7.0,8.0,7.5,,翠香,斤,2023-01-20 00:00:00,,138,,admin,,,
1391354,猕猴桃,1187,水果,,桃李杏类,3.0,5.0,4.0,,徐香,斤,2023-01-20 00:00:00,,138,,admin,,,
1391353,猕猴桃,1187,水果,,桃李杏类,2.6,3.0,2.8,,海沃德,斤,2023-01-20 00:00:00,,138,,admin,,,
1391392,草莓,1187,水果,1211,其他类,15.0,20.0,17.5,,甜宝（奶油）,斤,2023-01-20 00:00:00,,138,,admin,,,
1391391,草莓,1187,水果,1211,其他类,25.0,30.0,27.5,,九九,斤,2023-01-20 00:00:00,,138,,admin,,,
1391390,火龙果,1187,水果,1211,其他类,4.0,8.0,6.0,,红,斤,2023-01-20 00:00:00,,138,,admin,,,
1391389,火龙果,1187,水果,1211,其他类,5.0,6.0,5.5,,白,斤,2023-01-20 00:00:00,,138,,admin,,,
1391388,油栗,1187,水果,1211,其他类,7.0,10.0,8.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391387,木瓜,1187,水果,1211,其他类,5.0,6.0,5.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391386,柿饼,1187,水果,1211,其他类,5.0,9.0,7.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391385,磨盘柿子,1187,水果,1211,其他类,2.0,3.0,2.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391384,甘蔗,1187,水果,1211,其他类,1.6,2.0,1.8,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391383,柠檬,1187,水果,1211,其他类,7.0,8.0,7.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391382,石榴,1187,水果,1211,其他类,4.0,6.0,5.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391512,大白菜,1186,蔬菜,,,0.6,0.7,0.65,冀鲁鄂,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391381,山楂,1187,水果,1211,其他类,2.8,5.0,3.9,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391380,山楂,1187,水果,1211,其他类,4.0,5.5,4.75,,小金星,斤,2023-01-20 00:00:00,,138,,admin,,,
1391379,姑娘果（灯笼果）,1187,水果,1211,其他类,5.0,15.0,10.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391472,油豆,1186,蔬菜,,,7.5,10.6,9.05,云鲁闽,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391471,玉米,1186,蔬菜,,,4.5,5.0,4.75,海云,黏\甜,斤,2023-01-20 00:00:00,,138,,admin,,,
1391378,鸭梨,1187,水果,,梨类,3.8,4.0,3.9,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391432,小葱,1186,蔬菜,,,4.0,5.0,4.5,冀,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391470,苦瓜,1186,蔬菜,,,9.5,10.0,9.75,冀鲁,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391412,菠菜,1186,蔬菜,1199,水菜,6.0,7.0,6.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391377,雪花梨,1187,水果,,梨类,4.0,4.2,4.1,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391431,蒜苗,1186,蔬菜,,,3.0,7.0,5.0,鲁豫,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391430,蒜黄,1186,蔬菜,,,4.0,5.5,4.75,冀,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391429,青蒜,1186,蔬菜,,,3.0,4.0,3.5,鲁川,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391411,苋菜,1186,蔬菜,1199,水菜,7.5,8.0,7.75,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391410,菊花菜,1186,蔬菜,1199,水菜,4.5,5.5,5.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391428,平菇,1186,蔬菜,,,4.0,5.0,4.5,冀京,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391427,香菇,1186,蔬菜,,,3.5,8.0,5.75,冀,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391409,黄心菜,1186,蔬菜,1199,水菜,3.0,4.0,3.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391408,青蒜,1186,蔬菜,1199,水菜,3.5,4.5,4.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391407,盖菜,1186,蔬菜,1199,水菜,4.0,5.0,4.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391406,芥兰,1186,蔬菜,1199,水菜,6.5,7.0,6.75,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391511,娃娃菜,1186,蔬菜,,,1.0,1.5,1.25,冀豫,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391510,小白菜,1186,蔬菜,,,2.8,3.0,2.9,冀,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391405,菜心,1186,蔬菜,1199,水菜,5.0,6.0,5.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391426,白玉菇,1186,蔬菜,,,5.0,6.0,5.5,冀豫京,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391376,皇冠梨,1187,水果,,梨类,5.2,5.8,5.5,,纸箱,斤,2023-01-20 00:00:00,,138,,admin,,,
1391452,卞萝卜,1186,蔬菜,,,0.5,0.6,0.55,冀,洗,斤,2023-01-20 00:00:00,,138,,admin,,,
1391509,圆白菜,1186,蔬菜,,,1.0,2.8,1.9,鄂冀鲁,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391425,口蘑,1186,蔬菜,,,7.0,8.0,7.5,冀闽,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391424,杏鲍菇,1186,蔬菜,,,4.0,5.0,4.5,苏豫津,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391469,丝瓜,1186,蔬菜,,,5.5,6.5,6.0,冀鲁,长\短,斤,2023-01-20 00:00:00,,138,,admin,,,
1391375,南果梨,1187,水果,,梨类,3.0,5.0,4.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391451,青萝卜,1186,蔬菜,,,0.8,1.2,1.0,冀津,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391508,紫甘蓝,1186,蔬菜,,,0.9,1.0,0.95,冀宁,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391423,金针菇,1186,蔬菜,,,6.0,7.0,6.5,辽鲁京,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391404,空心菜,1186,蔬菜,1199,水菜,9.0,10.0,9.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391450,胡萝卜,1186,蔬菜,,,1.2,1.5,1.35,鲁豫,泥,斤,2023-01-20 00:00:00,,138,,admin,,,
1391449,胡萝卜,1186,蔬菜,,,0.9,1.3,1.1,鲁,洗,斤,2023-01-20 00:00:00,,138,,admin,,,
1391448,土豆,1186,蔬菜,,,1.3,2.0,1.65,冀蒙,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391447,葱头,1186,蔬菜,,,1.2,1.3,1.25,甘,黄,斤,2023-01-20 00:00:00,,138,,admin,,,
1391422,油菜,1186,蔬菜,1199,水菜,2.7,4.5,3.6,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391403,豌豆苗,1186,蔬菜,1199,水菜,15.0,17.0,16.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391446,葱头,1186,蔬菜,,,1.0,1.2,1.1,蒙甘,红,斤,2023-01-20 00:00:00,,138,,admin,,,
1391374,丰水梨,1187,水果,,梨类,4.5,5.0,4.75,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391373,酥梨,1187,水果,,梨类,3.5,4.0,3.75,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391421,小白菜,1186,蔬菜,1199,水菜,3.3,5.0,4.15,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391420,油麦菜,1186,蔬菜,1199,水菜,5.0,6.0,5.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391402,快菜,1186,蔬菜,1199,水菜,4.0,5.0,4.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391419,奶白菜,1186,蔬菜,1199,水菜,4.5,6.0,5.25,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391418,散生菜,1186,蔬菜,1199,水菜,5.0,5.5,5.25,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391401,苦菊,1186,蔬菜,1199,水菜,3.5,6.0,4.75,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391400,穿心莲,1186,蔬菜,1199,水菜,2.5,3.5,3.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391507,芹菜,1186,蔬菜,,,1.3,1.4,1.35,鲁,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391445,山药,1186,蔬菜,,,3.8,4.2,4.0,鲁,脆,斤,2023-01-20 00:00:00,,138,,admin,,,
1391444,山药,1186,蔬菜,,,4.8,5.2,5.0,冀,麻,斤,2023-01-20 00:00:00,,138,,admin,,,
1391399,木耳菜,1186,蔬菜,1199,水菜,9.0,10.0,9.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391468,西葫芦,1186,蔬菜,,,4.5,5.0,4.75,鲁云,箱,斤,2023-01-20 00:00:00,,138,,admin,,,
1391443,山药,1186,蔬菜,,,5.5,8.5,7.0,豫冀,铁棍,斤,2023-01-20 00:00:00,,138,,admin,,,
1391442,莲藕,1186,蔬菜,,,6.0,7.0,6.5,津苏,泥\洗,斤,2023-01-20 00:00:00,,138,,admin,,,
1391467,贝贝南瓜,1186,蔬菜,,,2.3,2.5,2.4,琼,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391466,金丝南瓜,1186,蔬菜,,,1.8,2.0,1.9,鲁琼,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391398,凤梨,1187,水果,1211,其他类,1.8,2.0,1.9,国产,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391465,板栗南瓜,1186,蔬菜,,,3.5,3.8,3.65,新琼,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391464,南北瓜,1186,蔬菜,,,1.8,2.0,1.9,冀云苏海,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391463,尖椒,1186,蔬菜,,,3.3,5.8,4.55,冀辽鲁粤,袋\箱,斤,2023-01-20 00:00:00,,138,,admin,,,
1391462,红尖椒,1186,蔬菜,,,4.0,5.0,4.5,鲁冀,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391461,美人椒,1186,蔬菜,,,4.0,5.0,4.5,鲁云,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391506,西芹,1186,蔬菜,,,1.8,2.0,1.9,辽冀,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391417,香葱,1186,蔬菜,1199,水菜,4.0,6.0,5.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391397,圣女果,1187,水果,1211,其他类,5.0,7.0,6.0,,千禧,斤,2023-01-20 00:00:00,,138,,admin,,,
1391396,百香果,1187,水果,1211,其他类,7.0,8.0,7.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391416,茼蒿,1186,蔬菜,1199,水菜,7.0,8.0,7.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391415,蒿子秆,1186,蔬菜,1199,水菜,4.5,6.5,5.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391441,红薯,1186,蔬菜,,,1.0,1.5,1.25,冀,龙薯九,斤,2023-01-20 00:00:00,,138,,admin,,,
1391395,黑枣,1187,水果,1211,其他类,8.0,10.0,9.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391460,螺丝椒,1186,蔬菜,,,5.0,6.0,5.5,鲁冀,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391414,樱桃萝卜,1186,蔬菜,1199,水菜,6.0,7.0,6.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391505,菠菜,1186,蔬菜,,,4.5,5.0,4.75,冀鲁,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391459,柿子椒,1186,蔬菜,,,3.5,5.0,4.25,鲁冀辽,袋\箱,斤,2023-01-20 00:00:00,,138,,admin,,,
1391458,线椒,1186,蔬菜,,,4.0,5.0,4.5,鲁冀,新,斤,2023-01-20 00:00:00,,138,,admin,,,
1391504,莴笋,1186,蔬菜,,,2.0,2.8,2.4,鲁皖闽,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391503,团生菜,1186,蔬菜,,,6.8,7.5,7.15,云,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391394,冬枣,1187,水果,1211,其他类,4.0,5.0,4.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391393,草莓,1187,水果,1211,其他类,10.0,16.0,13.0,,红颜,斤,2023-01-20 00:00:00,,138,,admin,,,
1391440,红薯,1186,蔬菜,,,1.7,2.5,2.1,冀,西瓜红\烟薯,斤,2023-01-20 00:00:00,,138,,admin,,,
1391457,杭椒,1186,蔬菜,,,5.0,6.0,5.5,鲁冀辽,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391456,小米椒,1186,蔬菜,,,5.0,6.0,5.5,云,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391413,香芹,1186,蔬菜,1199,水菜,3.0,4.0,3.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391502,散叶生菜,1186,蔬菜,,,4.8,5.0,4.9,辽,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391501,罗马生菜,1186,蔬菜,,,4.0,4.3,4.15,冀云,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391455,彩椒,1186,蔬菜,,,7.0,8.0,7.5,鲁冀,红\黄,斤,2023-01-20 00:00:00,,138,,admin,,,
1391454,白萝卜,1186,蔬菜,,,1.0,1.2,1.1,冀川鄂,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391453,心里美,1186,蔬菜,,,0.7,0.8,0.75,冀,泥\洗,斤,2023-01-20 00:00:00,,138,,admin,,,
1391439,紫薯,1186,蔬菜,,,1.8,3.2,2.5,冀闽,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391438,荸荠,1186,蔬菜,,,2.4,3.0,2.7,皖,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391437,芋头,1186,蔬菜,,,4.0,4.5,4.25,鲁,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391500,油菜,1186,蔬菜,,,4.8,5.0,4.9,鲁京川,大\小,斤,2023-01-20 00:00:00,,138,,admin,,,
1391499,香菜,1186,蔬菜,,,5.0,6.5,5.75,冀,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391436,姜,1186,蔬菜,,,3.5,7.5,5.5,鲁,姜头\整,斤,2023-01-20 00:00:00,,138,,admin,,,
1391435,大蒜,1186,蔬菜,,,2.5,3.5,3.0,豫苏鲁,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391434,蒜米,1186,蔬菜,,,3.0,4.0,3.5,鲁,机剥\手工,斤,2023-01-20 00:00:00,,138,,admin,,,
1391433,大葱,1186,蔬菜,,,2.0,2.4,2.2,鲁苏沪,净,斤,2023-01-20 00:00:00,,138,,admin,,,
1391498,茴香,1186,蔬菜,,,6.0,7.0,6.5,冀,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391497,韭菜,1186,蔬菜,,,6.0,6.5,6.25,冀粤,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391496,苦菊,1186,蔬菜,,,6.0,6.5,6.25,冀辽,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391495,油麦菜,1186,蔬菜,,,6.0,6.5,6.25,冀辽云,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391494,散菜花,1186,蔬菜,,,4.0,4.8,4.4,云闽鲁,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391493,绿菜花,1186,蔬菜,,,3.5,4.0,3.75,苏浙,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391492,绿豆芽,1186,蔬菜,,,0.95,1.0,0.98,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391491,黄豆芽,1186,蔬菜,,,0.85,0.9,0.88,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391490,番茄,1186,蔬菜,,,1.0,1.6,1.3,蒙冀鲁川,黑框,斤,2023-01-20 00:00:00,,138,,admin,,,
1391489,番茄,1186,蔬菜,,,2.0,2.6,2.3,冀蒙,纸箱\泡沫箱,斤,2023-01-20 00:00:00,,138,,admin,,,
1391488,番茄,1186,蔬菜,,,3.2,3.5,3.35,鲁蒙,白框,斤,2023-01-20 00:00:00,,138,,admin,,,
1391487,黄瓜,1186,蔬菜,,,4.5,5.8,5.15,鲁辽云,袋\箱,斤,2023-01-20 00:00:00,,138,,admin,,,
1391486,黄瓜,1186,蔬菜,,,6.3,8.0,7.15,冀,鲜干花,斤,2023-01-20 00:00:00,,138,,admin,,,
1391485,小黄瓜,1186,蔬菜,,,8.3,8.8,8.55,辽鲁,旱\荷兰,斤,2023-01-20 00:00:00,,138,,admin,,,
1391484,茄子,1186,蔬菜,,,1.2,3.3,2.25,鲁云,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391483,长茄,1186,蔬菜,,,1.3,3.0,2.15,冀辽,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391482,线茄,1186,蔬菜,,,6.5,7.0,6.75,冀京闽,袋\箱,斤,2023-01-20 00:00:00,,138,,admin,,,
1391481,广茄,1186,蔬菜,,,5.0,5.5,5.25,云京,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391480,冬瓜,1186,蔬菜,,,0.7,0.8,0.75,桂,吊,斤,2023-01-20 00:00:00,,138,,admin,,,
1391479,冬瓜,1186,蔬菜,,,0.6,0.7,0.65,粤,地,斤,2023-01-20 00:00:00,,138,,admin,,,
1391478,毛冬瓜,1186,蔬菜,,,0.7,0.8,0.75,豫,长\小,斤,2023-01-20 00:00:00,,138,,admin,,,
1391477,架豆,1186,蔬菜,,,8.0,11.0,9.5,云粤,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391476,豆王,1186,蔬菜,,,6.5,8.6,7.55,云粤,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391475,扁豆,1186,蔬菜,,,10.0,13.0,11.5,云,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391474,豇豆,1186,蔬菜,,,8.0,8.5,8.25,云闽桂海,湿\干,斤,2023-01-20 00:00:00,,138,,admin,,,
1391473,白不老,1186,蔬菜,,,8.0,10.6,9.3,鲁闽,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391312,后臀尖,1189,肉禽蛋,1205,猪肉类,9.0,9.5,9.25,,瘦,斤,2023-01-20 00:00:00,,138,,admin,,,
1391311,后臀尖,1189,肉禽蛋,1205,猪肉类,7.5,9.0,8.25,,肥,斤,2023-01-20 00:00:00,,138,,admin,,,
1391310,五花肉,1189,肉禽蛋,1205,猪肉类,12.0,13.0,12.5,,瘦,斤,2023-01-20 00:00:00,,138,,admin,,,
1391309,五花肉,1189,肉禽蛋,1205,猪肉类,10.0,12.0,11.0,,肥,斤,2023-01-20 00:00:00,,138,,admin,,,
1391308,五花头,1189,肉禽蛋,1205,猪肉类,9.0,10.0,9.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391307,纯通脊,1189,肉禽蛋,1205,猪肉类,11.0,13.0,12.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391306,通脊,1189,肉禽蛋,1205,猪肉类,8.5,10.0,9.25,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391305,小里脊,1189,肉禽蛋,1205,猪肉类,14.0,16.0,15.0,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391304,梅花肉,1189,肉禽蛋,1205,猪肉类,12.0,13.0,12.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391303,纯瘦肉,1189,肉禽蛋,1205,猪肉类,10.0,11.0,10.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
1391302,护心肉,1189,肉禽蛋,1205,猪肉类,14.0,14.0,14.0,,鲜,斤,2023-01-20 00:00:00,,138,,admin,,,
1391301,前肘,1189,肉禽蛋,1205,猪肉类,14.0,15.0,14.5,,,斤,2023-01-20 00:00:00,,138,,admin,,,
